author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302154513/;Москва;rent;flat;8;16;1;40.0;45000;0;Марьина роща;4-й Стрелецкий проезд;7А;Савёловская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302129548/;Москва;rent;flat;7;10;1;40.0;45000;0;Выхино-Жулебино; Авиаконструктора Миля;11К1;Жулебино
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302279129/;Москва;rent;flat;20;23;1;25.0;45000;0;Царицыно;;1.3;Кантемировская
Евгений Скобелев;realtor;https://www.cian.ru/rent/flat/302275967/;Москва;rent;flat;7;9;1;33.0;45000;0;Отрадное;Юрловский проезд;9;Отрадное
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301905284/;Москва;rent;flat;11;14;2;52.0;45000;0;; Логинова;5к2;Щербинка
ID 53255;realtor;https://www.cian.ru/rent/flat/302193258/;Москва;rent;flat;17;17;1;38.1;45000;0;Теплый Стан;Профсоюзная ;146К1;Тёплый Стан
ID 71274142;unknown;https://www.cian.ru/rent/flat/302170710/;Москва;rent;flat;3;12;1;37.0;45000;0;Зюзино;Большая Юшуньская ;16;Севастопольская
ID 13228673;unknown;https://www.cian.ru/rent/flat/286364628/;Москва;rent;flat;2;14;1;45.0;45000;0;Куркино;Новокуркинское шоссе;31;
ID 20380260;unknown;https://www.cian.ru/rent/flat/302103714/;Москва;rent;flat;3;9;2;35.0;45000;0;Южное Бутово;Варшавское шоссе;282к2;Щербинка
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302143212/;Москва;rent;flat;27;33;1;26.0;46000;0;Рязанский; Михайлова;30Ак6;Окская
ID 10489468;realtor;https://www.cian.ru/rent/flat/302205862/;Москва;rent;flat;1;17;1;38.0;46000;0;Митино;Пятницкое шоссе;42К1;Пятницкое шоссе
ID 276726;homeowner;https://www.cian.ru/rent/flat/292075792/;Москва;rent;flat;4;16;2;55.0;46000;0;Гольяново;Алтайская ;7;Щёлковская
ID 87704125;unknown;https://www.cian.ru/rent/flat/302218011/;Москва;rent;flat;8;17;1;38.0;46000;0;Северное Медведково;Полярная ;52К1;Медведково
ID 108664818;homeowner;https://www.cian.ru/rent/flat/301838618/;Москва;rent;flat;9;12;1;34.7;46000;0;Головинский;Зеленоградская ;7;Моссельмаш
ЕГСН Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302172252/;Москва;rent;flat;9;24;1;40.0;47000;0;Бирюлево Восточное;6-я Радиальная ;7/1к2;Царицыно
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302338041/;Москва;rent;flat;9;14;1;40.0;47000;0;Чертаново Северное;Сумской проезд;21К2;Южная
Homeprice;real_estate_agent;https://www.cian.ru/rent/flat/302026474/;Москва;rent;flat;1;5;2;42.0;48000;0;Преображенское; Атарбекова;4А;Преображенская площадь
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302341871/;Москва;rent;flat;10;20;1;40.0;48000;0;Солнцево;Производственная ;12к2;Солнцево
DAYCOME;real_estate_agent;https://www.cian.ru/rent/flat/302287610/;Москва;rent;flat;7;9;2;38.0;48000;0;Ломоносовский; Вавилова;86;Новые Черёмушки
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302190135/;Москва;rent;flat;4;5;2;45.0;49000;0;Хорошево-Мневники;бульвар Генерала Карбышева;6К2;Народное Ополчение
Любовь Попова;realtor;https://www.cian.ru/rent/flat/301837740/;Москва;rent;flat;7;24;1;42.0;49000;0;Митино;Муравская ;44к3;Пятницкое шоссе
Homeprice;real_estate_agent;https://www.cian.ru/rent/flat/302356383/;Москва;rent;flat;3;12;1;35.0;50000;0;Теплый Стан; Академика Варги;4;Тёплый Стан
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302344668/;Москва;rent;flat;11;17;1;45.0;50000;0;Коньково; Академика Капицы;34/121;Коньково
Юлия Рубан;realtor;https://www.cian.ru/rent/flat/292369206/;Москва;rent;flat;7;9;2;52.0;50000;0;Выхино-Жулебино;Сормовская ;3К2;Юго-Восточная
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302309115/;Москва;rent;flat;2;12;1;40.0;50000;0;Солнцево; Авиаторов;7К1;Солнцево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302335765/;Москва;rent;flat;6;17;1;40.0;50000;0;Северное Медведково;Полярная ;54К1;Медведково
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302190304/;Москва;rent;flat;9;12;2;45.0;50000;0;Новогиреево;Союзный проспект;8К2;Новогиреево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302350063/;Москва;rent;flat;13;17;1;45.0;50000;0;Митино;переулок Ангелов;8;Пятницкое шоссе
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302243222/;Москва;rent;flat;2;5;2;50.0;50000;0;Останкинский;Калибровская ;22А;Бутырская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302346967/;Москва;rent;flat;16;16;1;20.0;50000;0;Отрадное;Алтуфьевское шоссе;2К1;Владыкино
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302188868/;Москва;rent;flat;9;14;2;55.0;50000;0;Люблино;Краснодонская ;20К2;Люблино
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302252812/;Москва;rent;flat;10;12;2;60.0;50000;0;Левобережный;Смольная ;63;Беломорская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302342950/;Москва;rent;flat;15;17;1;45.0;50000;0;Черемушки;Нахимовский проспект;33/2;Профсоюзная
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302342177/;Москва;rent;flat;2;14;1;40.0;50000;0;Сокол;Песчаная ;15;Сокол
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302338463/;Москва;rent;flat;7;33;1;25.0;50000;0;Метрогородок;Открытое шоссе;18Ак1;Бульвар Рокоссовского
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302309743/;Москва;rent;flat;2;12;1;40.0;50000;0;Лианозово;Череповецкая ;5/14;Алтуфьево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302336894/;Москва;rent;flat;5;5;1;40.0;50000;0;Проспект Вернадского; Лобачевского;82;Проспект Вернадского
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302200593/;Москва;rent;flat;3;10;1;40.0;50000;0;Марьино;Новомарьинская ;3К2;Марьино
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302201154/;Москва;rent;flat;12;12;1;40.0;50000;0;Кузьминки;Окская ;2/15К1;Текстильщики
Татьяна Чугунова;realtor;https://www.cian.ru/rent/flat/271554437/;Москва;rent;flat;4;22;1;39.0;50000;0;Ломоносовский; Гарибальди;8;Новые Черёмушки
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302308307/;Москва;rent;flat;4;14;1;45.0;50000;0;Новогиреево;Перовская ;66к1;Кусково
Дмитрий Шпак;realtor;https://www.cian.ru/rent/flat/302286352/;Москва;rent;flat;3;5;1;49.0;50000;0;Сокольники;Бабаевская ;1/8С1;Сокольники
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302285321/;Москва;rent;flat;19;23;1;45.0;50000;0;Бескудниковский;Селигерская ;32А;Селигерская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302227650/;Москва;rent;flat;17;17;1;45.0;50000;0;; Радужная;8;Рассказовка
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302013145/;Москва;rent;flat;9;14;1;35.0;50000;0;Южное Медведково;проезд Шокальского;13К1;Бабушкинская
ID 9360130;homeowner;https://www.cian.ru/rent/flat/302102510/;Москва;rent;flat;21;25;1;50.0;50000;0;Щукино;Авиационная ;59;Щукинская
ID 92576626;unknown;https://www.cian.ru/rent/flat/282623704/;Москва;rent;flat;9;9;2;43.0;50000;0;Гольяново;Щелковское шоссе;77К4;Щёлковская
ID 50425670;homeowner;https://www.cian.ru/rent/flat/300822009/;Москва;rent;flat;3;14;2;54.0;50000;0;;шоссе Остафьевское;12к1;Щербинка
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302155603/;Москва;rent;flat;17;17;1;40.0;51000;0;Орехово-Борисово Южное;Гурьевский проезд;35/58;Зябликово
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/301973697/;Москва;rent;flat;1;9;2;46.0;52000;0;Северное Тушино;бульвар Яна Райниса;10;Сходненская
ЕГСН Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300702812/;Москва;rent;flat;8;14;1;36.0;52000;0;Ломоносовский; Вавилова;75;Профсоюзная
ID 86144819;unknown;https://www.cian.ru/rent/flat/302219395/;Москва;rent;flat;5;17;2;40.0;53000;0;Западное Дегунино;Ижорская ;6к2;Ховрино
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302196415/;Москва;rent;flat;5;12;2;50.0;54000;0;Соколиная гора;Борисовская ;37;Измайлово
Денис Циликин;realtor;https://www.cian.ru/rent/flat/301616954/;Москва;rent;flat;8;17;2;56.0;54999;0;Нагорный;Балаклавский проспект;12К3;Чертановская
Юлия Махматкулова;realtor;https://www.cian.ru/rent/flat/300491737/;Москва;rent;flat;14;14;1;39.0;54990;0;Коптево; Лихоборские Бугры;5;Лихоборы
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302200319/;Москва;rent;flat;2;3;1;20.0;55000;0;Сокольники; Короленко;5А;Сокольники
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302085007/;Москва;rent;flat;8;14;2;58.0;55000;0;Зябликово;Кустанайская ;5К3;Красногвардейская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302272636/;Москва;rent;flat;2;16;1;32.0;55000;0;Сокольники; Гастелло;44С4;Электрозаводская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302188664/;Москва;rent;flat;8;14;1;50.0;55000;0;Южнопортовый;Шарикоподшипниковская ;20;Дубровка
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/301514037/;Москва;rent;flat;5;24;1;42.0;55000;0;Академический;Новочеремушкинская ;35;Профсоюзная
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302252465/;Москва;rent;flat;5;9;3;55.0;55000;0;Зябликово;Ореховый бульвар;31;Домодедовская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302133038/;Москва;rent;flat;4;5;3;50.0;55000;0;Сокол;Волоколамское шоссе;16БК3;Стрешнево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302292103/;Москва;rent;flat;2;9;3;55.0;55000;0;Печатники; Кухмистерова;20;Люблино
Татьяна Левченкова;realtor;https://www.cian.ru/rent/flat/302338453/;Москва;rent;flat;10;14;2;50.0;55000;0;Останкинский; Годовикова;3;Алексеевская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302335185/;Москва;rent;flat;4;14;1;45.0;55000;0;Солнцево;Производственная ;8к1;Солнцево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302165208/;Москва;rent;flat;2;9;2;45.0;55000;0;Царицыно; Бехтерева;45К2;Царицыно
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302179371/;Москва;rent;flat;5;17;2;70.0;55000;0;Северное Бутово;Коктебельская ;8;Бульвар Дмитрия Донского
ЕГСН Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302175246/;Москва;rent;flat;3;9;2;38.0;55000;0;Пресненский;Шелепихинское шоссе;17К2;Шелепиха
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302286708/;Москва;rent;flat;23;24;2;45.0;55000;0;Митино;Пятницкое шоссе;6К6;Волоколамская
Наталья Алексанина;realtor;https://www.cian.ru/rent/flat/301833559/;Москва;rent;flat;2;12;2;45.0;55000;0;Новогиреево;Свободный проспект;37/18;Новогиреево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302300654/;Москва;rent;flat;5;17;1;40.0;55000;0;Тропарево-Никулино; Академика Анохина;7;Юго-Западная
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302225714/;Москва;rent;flat;2;5;2;43.0;55000;0;Богородское;Бойцовая ;4/37К4;Бульвар Рокоссовского
ID 28656;realtor;https://www.cian.ru/rent/flat/302240605/;Москва;rent;flat;16;17;1;39.0;55000;0;Крылатское;Осенний бульвар;15;Крылатское
ID 253390;realtor;https://www.cian.ru/rent/flat/302326827/;Москва;rent;flat;12;12;1;38.0;55000;0;Бабушкинский; Летчика Бабушкина;33К1;Бабушкинская
ID 229913;realtor;https://www.cian.ru/rent/flat/302228091/;Москва;rent;flat;6;12;2;47.7;55000;0;Восточное Измайлово;16-я Парковая ;14;Первомайская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301903880/;Москва;rent;flat;17;17;2;55.0;56000;0;Марьино;Братиславская ;19К2;Братиславская
For COMFORT;real_estate_agent;https://www.cian.ru/rent/flat/302312733/;Москва;rent;flat;10;18;2;60.0;57000;0;Западное Дегунино;Базовская ;15к3;Грачёвская
Елена Майгур;realtor;https://www.cian.ru/rent/flat/301930622/;Москва;rent;flat;4;5;1;35.0;57000;0;Замоскворечье;Большая Пионерская ;42;Серпуховская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302302582/;Москва;rent;flat;3;17;1;49.0;58000;0;Зюзино;Симферопольский бульвар;24К1;Чертановская
Петр Смирнов;realtor;https://www.cian.ru/rent/flat/301451425/;Москва;rent;flat;23;25;1;36.0;58000;0;; Родниковая;9Ак1;Саларьево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302346878/;Москва;rent;flat;5;5;2;50.0;59000;0;Головинский;2-й Лихачевский переулок;2А;Коптево
ID 113689733;homeowner;https://www.cian.ru/rent/flat/301252766/;Москва;rent;flat;11;18;2;59.0;59900;0;Северное Медведково;проезд Шокальского;20;Медведково
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302236231/;Москва;rent;flat;6;14;1;40.0;60000;0;Войковский; Зои и Александра Космодемьянских;7К2;Войковская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302348142/;Москва;rent;flat;6;17;2;50.3;60000;0;Марьино;Люблинская ;124;Марьино
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302169469/;Москва;rent;flat;8;9;1;35.0;60000;0;Сокол; Зорге;28;Зорге
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302344615/;Москва;rent;flat;1;8;1;30.0;60000;0;Савеловский;Бутырская ;53К3;Дмитровская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302251704/;Москва;rent;flat;8;12;1;45.0;60000;0;Северное Тушино;бульвар Яна Райниса;16К2;Сходненская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302198035/;Москва;rent;flat;24;29;1;30.0;60000;0;Богородское;Открытое шоссе;14Д;Бульвар Рокоссовского
For COMFORT;real_estate_agent;https://www.cian.ru/rent/flat/302311261/;Москва;rent;flat;5;12;2;50.0;60000;0;Орехово-Борисово Южное;Ясеневая ;41К1;Зябликово
ID 3105;realtor;https://www.cian.ru/rent/flat/173425906/;Москва;rent;flat;21;22;2;58.0;60000;0;Обручевский; Новаторов;36К1;Новаторская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302199154/;Москва;rent;flat;1;16;1;25.0;60000;0;Бутырский; Яблочкова;29Б;Тимирязевская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302196542/;Москва;rent;flat;3;24;1;42.0;60000;0;Новогиреево;Зеленый проспект;22;Перово
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302124524/;Москва;rent;flat;4;5;2;50.0;60000;0;Богородское;Бойцовая ;11;Бульвар Рокоссовского
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/302322569/;Москва;rent;flat;8;12;1;42.0;60000;0;Северное Тушино;бульвар Яна Райниса;16К2;Сходненская
SKY REALTY;real_estate_agent;https://www.cian.ru/rent/flat/302240341/;Москва;rent;flat;7;16;1;40.0;60000;0;Можайский; Багрицкого;18к2;Кунцевская
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/302192740/;Москва;rent;flat;20;22;1;40.0;60000;0;; Родниковая;30к1;Саларьево
Денис Мазитов;realtor;https://www.cian.ru/rent/flat/302266044/;Москва;rent;flat;1;9;3;56.0;60000;0;Выхино-Жулебино;Ферганская ;13К2;Юго-Восточная
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302213879/;Москва;rent;flat;3;12;2;65.0;60000;0;Отрадное;Алтуфьевское шоссе;42А;Отрадное
Nedviga;real_estate_agent;https://www.cian.ru/rent/flat/302292983/;Москва;rent;flat;4;9;2;44.0;60000;0;Нагорный;Черноморский бульвар;4;Варшавская
ID 12562944;homeowner;https://www.cian.ru/rent/flat/298955449/;Москва;rent;flat;15;16;2;60.0;60000;0;Митино;Пятницкое шоссе;36К1;Пятницкое шоссе
ID 112156152;realtor;https://www.cian.ru/rent/flat/302090563/;Москва;rent;flat;4;5;2;41.0;60000;0;Южнопортовый;6-я Кожуховская ;27К2;Дубровка
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301832386/;Москва;rent;flat;1;22;1;35.0;62000;0;Западное Дегунино;Дегунинская ;9к1;Моссельмаш
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/302227706/;Москва;rent;flat;9;15;2;66.0;64000;0;Бирюлево Восточное;6-я Радиальная ;3к5;Царицыно
ID 113729817;homeowner;https://www.cian.ru/rent/flat/299018912/;Москва;rent;flat;18;19;2;52.5;64900;0;Москворечье-Сабурово;Пролетарский проспект;7;Каширская
ID 478645;realtor;https://www.cian.ru/rent/flat/301422635/;Москва;rent;flat;5;17;1;38.0;65000;0;Черемушки;Новочеремушкинская ;59;Новые Черёмушки
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/298839517/;Москва;rent;flat;6;12;3;64.0;65000;0;Нагатинский затон;Затонная ;2;Кленовый бульвар
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/302325675/;Москва;rent;flat;7;26;2;60.0;65000;0;Чертаново Южное;Варшавское шоссе;170Ек3;Лесопарковая
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302345834/;Москва;rent;flat;30;32;2;45.0;65000;0;Нижегородский;Газгольдерная ;10;Нижегородская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302173183/;Москва;rent;flat;3;5;2;45.0;65000;0;Выхино-Жулебино; Вострухина;6К1;Рязанский проспект
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302227372/;Москва;rent;flat;13;14;2;53.0;65000;0;Очаково-Матвеевское;Озерная ;19К2;Озёрная
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302010011/;Москва;rent;flat;16;36;1;40.0;65000;0;Гольяново;Амурская ;1Ак1;Черкизовская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302271864/;Москва;rent;flat;8;24;2;40.0;65000;0;;;5с5;Румянцево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302173228/;Москва;rent;flat;22;26;1;30.0;65000;0;Щукино;Волоколамское шоссе;24к1;Стрешнево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302282497/;Москва;rent;flat;8;9;2;50.0;65000;0;Новогиреево;Свободный проспект;39К1;Новогиреево
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302034456/;Москва;rent;flat;5;17;2;70.0;65000;0;Марьино; Перерва;62К2;Братиславская
SKY REALTY;real_estate_agent;https://www.cian.ru/rent/flat/302151171/;Москва;rent;flat;8;8;1;30.0;65000;0;Преображенское;Электрозаводская ;14С1;Электрозаводская
ID 3105;realtor;https://www.cian.ru/rent/flat/302293346/;Москва;rent;flat;9;25;2;56.0;65000;0;Академический;Новочеремушкинская ;35;Профсоюзная
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302158274/;Москва;rent;flat;2;32;1;32.0;65000;0;Нижегородский;Газгольдерная ;10;Нижегородская
Евгений Скобелев;realtor;https://www.cian.ru/rent/flat/302105086/;Москва;rent;flat;2;12;1;20.0;65000;0;Беговой;Ленинградский проспект;33А;Динамо
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301849481/;Москва;rent;flat;2;5;1;22.0;65000;0;Соколиная гора;Медовый переулок;5С2;Электрозаводская
ID 12457325;realtor;https://www.cian.ru/rent/flat/302218670/;Москва;rent;flat;8;12;2;48.0;65000;0;Котловка;Нагорная ;25К2;Нагорная
RENT_BAND;real_estate_agent;https://www.cian.ru/rent/flat/301833637/;Москва;rent;flat;5;6;1;35.0;65000;0;Аэропорт;2-й Амбулаторный проезд;8С3;Красный Балтиец
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302157919/;Москва;rent;flat;4;16;2;40.0;65000;0;;;5с1;Румянцево
ID 26742302;realtor;https://www.cian.ru/rent/flat/302149055/;Москва;rent;flat;2;12;1;34.5;65000;0;Таганский;Большая Андроньевская ;20;Римская
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301915089/;Москва;rent;flat;4;12;3;81.0;65000;0;Выхино-Жулебино;Жулебинский бульвар;28К1;Жулебино
Диана Сейфуллаева;realtor;https://www.cian.ru/rent/flat/301488939/;Москва;rent;flat;17;21;1;35.0;65000;0;Обручевский; Обручева;6;Новаторская
ID 78558447;unknown;https://www.cian.ru/rent/flat/302178565/;Москва;rent;flat;7;12;2;45.0;67000;0;Раменки;Винницкая ;19;Раменки
СмениКварти.Ру;real_estate_agent;https://www.cian.ru/rent/flat/288813353/;Москва;rent;flat;5;22;2;63.5;68000;0;Текстильщики;1-й Грайвороновский проезд;7Ак1;Текстильщики
Аркадий Николаевич Алексеев;realtor;https://www.cian.ru/rent/flat/301925493/;Москва;rent;flat;6;19;1;40.0;69000;0;Можайский; Толбухина;2;Сетунь
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302283038/;Москва;rent;flat;3;16;3;80.0;70000;0;Ясенево;проезд Карамзина;13К1;Битцевский парк
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302346401/;Москва;rent;flat;3;9;2;50.0;70000;0;Мещанский;проспект Мира;58;Проспект Мира
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302067254/;Москва;rent;flat;2;16;3;77.0;70000;0;Строгино;Таллинская ;2;Строгино
МГН-495;real_estate_agent;https://www.cian.ru/rent/flat/298725471/;Москва;rent;flat;2;12;3;74.0;70000;0;Южное Бутово;Скобелевская ;1;Улица Скобелевская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302172118/;Москва;rent;flat;3;8;2;55.0;70000;0;Нагорный;Варшавское шоссе;69К1;Варшавская
Александр Смирнов;realtor;https://www.cian.ru/rent/flat/301979562/;Москва;rent;flat;5;9;1;36.0;70000;0;Раменки; Столетова;10;Ломоносовский проспект
ID 696374;realtor;https://www.cian.ru/rent/flat/302171289/;Москва;rent;flat;6;17;2;60.0;70000;0;Ховрино;Онежская ;53К3;Грачёвская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302136563/;Москва;rent;flat;3;25;3;60.0;70000;0;Люблино;Люблинская ;72к3;Братиславская
ID 91856132;realtor;https://www.cian.ru/rent/flat/301291085/;Москва;rent;flat;3;6;2;44.5;70000;0;Можайский; Зворыкина;14к1;Сколково
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/289733228/;Москва;rent;flat;15;17;2;58.0;70000;0;Чертаново Северное;Балаклавский проспект;3;Чертановская
Виктор Беляков;realtor;https://www.cian.ru/rent/flat/302351525/;Москва;rent;flat;13;22;1;33.1;70000;0;; Родниковая;30к3;Румянцево
Оксана Гайдук;realtor;https://www.cian.ru/rent/flat/301801594/;Москва;rent;flat;20;33;2;50.0;70000;0;Нижегородский;Перовское шоссе;2к3;Нижегородская
ID 74398427;unknown;https://www.cian.ru/rent/flat/302313862/;Москва;rent;flat;10;16;2;53.8;70000;0;Хорошево-Мневники; Генерала Глаголева;30К4;Панфиловская
Олеся Леонова;realtor;https://www.cian.ru/rent/flat/301998542/;Москва;rent;flat;5;22;3;60.0;70000;0;; Большое Понизовье;3;Филатов Луг
Станислав  Иванов;realtor;https://www.cian.ru/rent/flat/302315828/;Москва;rent;flat;5;12;2;40.0;70000;0;Бутырский; Милашенкова;17;Фонвизинская
ID 94856743;homeowner;https://www.cian.ru/rent/flat/301890612/;Москва;rent;flat;5;5;2;45.0;70000;0;Сокольники; Сокольнический Вал;6К2;Сокольники
ID 95242509;homeowner;https://www.cian.ru/rent/flat/302244139/;Москва;rent;flat;10;17;2;65.0;70000;0;Черемушки;Нахимовский проспект;67К2;Профсоюзная
ID 51160835;homeowner;https://www.cian.ru/rent/flat/291379121/;Москва;rent;flat;3;12;2;46.0;70000;0;Марьина роща;Стрелецкая ;13;Марьина Роща
ID 109160003;homeowner;https://www.cian.ru/rent/flat/302262712/;Москва;rent;flat;27;33;1;42.0;73000;0;Нижегородский;Перовское шоссе;2к3;Нижегородская
Геннадий Пайкин;realtor;https://www.cian.ru/rent/flat/302200929/;Москва;rent;flat;11;12;1;42.0;74900;0;Мещанский;Большая Переяславская ;3К2;Проспект Мира
Nedviga;real_estate_agent;https://www.cian.ru/rent/flat/302303497/;Москва;rent;flat;5;9;3;51.3;74000;0;Северное Медведково;Полярная ;52К2;Медведково
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302250864/;Москва;rent;flat;6;8;1;35.0;75000;0;Войковский; Космонавта Волкова;9/2;Войковская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302076101/;Москва;rent;flat;2;12;1;40.0;75000;0;Строгино; Маршала Катукова;4К1;Строгино
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302286780/;Москва;rent;flat;5;5;2;60.0;75000;0;Очаково-Матвеевское;2-й Очаковский переулок;7;Озёрная
ДИАЛОГ ГАРАНТ;real_estate_agent;https://www.cian.ru/rent/flat/302351014/;Москва;rent;flat;2;16;2;55.0;75000;0;Дмитровский;Дмитровское шоссе;147К2;Лианозово
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301507465/;Москва;rent;flat;17;22;3;65.0;75000;0;Текстильщики;1-й Грайвороновский проезд;7Ак1;Новохохловская
SKY REALTY;real_estate_agent;https://www.cian.ru/rent/flat/302346790/;Москва;rent;flat;5;12;2;38.0;75000;0;Западное Дегунино;Ильменский проезд;14к3;Селигерская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302085083/;Москва;rent;flat;4;8;2;45.0;75000;0;Южное Тушино;Туристская ;5;Сходненская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302299631/;Москва;rent;flat;5;8;2;72.0;75000;0;Дорогомилово;Кутузовский проспект;31;Кутузовская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302193254/;Москва;rent;flat;5;33;2;40.0;75000;0;Нижегородский;Перовское шоссе;2к3;Нижегородская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/301845723/;Москва;rent;flat;6;9;2;40.0;75000;0;Раменки;Ломоносовский проспект;39;Ломоносовский проспект
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/302322993/;Москва;rent;flat;2;44;1;35.0;75000;0;Западное Дегунино;Ильменский проезд;14к1;Селигерская
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302228291/;Москва;rent;flat;11;15;1;35.0;75000;0;Хорошевский;Ходынский бульвар;20А;ЦСКА
MDco;real_estate_agent;https://www.cian.ru/rent/flat/302200909/;Москва;rent;flat;8;9;1;38.0;75000;0;Пресненский;Ходынская ;4;Улица 1905 года
